,index,State,Education,EmploymentStatus,Marital Status,Gender,Customer Lifetime Value,Number of Open Complaints,Months Since Policy Inception,Monthly Premium Auto,Location Code
2659,3702,10,5,10,2,10,4682.249396,0,35,61,1
2660,3703,30,1,10,3,10,6496.197101,0,3,81,1
2661,3704,20,3,10,2,20,7446.812516,0,68,93,2
2662,3705,20,1,40,3,20,4549.337013,2,10,61,1
2663,3706,30,1,10,1,20,5200.076742,0,42,131,2
2664,3707,20,3,10,3,10,10594.13249,0,32,131,3
2665,3708,50,1,10,3,10,3059.282091,0,68,77,3
2666,3710,20,5,10,3,10,2697.328799,1,10,68,2
2667,3712,10,4,10,2,10,2491.317024,0,77,62,1
2668,3713,20,3,10,2,20,5396.372449,0,69,136,3
2669,3716,20,3,10,3,10,7857.357595,0,51,65,2
2670,3718,50,5,10,2,10,15695.53941,0,51,65,2
2671,3719,20,4,10,3,20,5219.199247,0,28,65,1
2672,3720,30,1,10,3,20,2582.408525,0,68,64,2
2673,3721,30,5,10,2,20,7653.283759,0,30,64,1
2674,3723,30,3,10,3,20,8927.134298,2,65,111,1
2675,3727,30,2,10,3,10,5577.237773,0,10,69,1
2676,3728,20,3,10,3,20,8860.654206,0,62,111,2
2677,3732,10,3,10,1,20,10103.65572,1,84,129,1
2678,3733,50,3,10,3,10,4996.552721,0,43,63,1
2679,3734,10,3,10,3,10,3934.712712,0,20,98,3
2680,3736,20,5,10,2,20,7974.949597,0,2,101,3
2681,3738,50,5,10,3,10,2907.363467,0,80,74,3
2682,3739,10,2,10,3,20,4881.299084,0,27,61,3
2683,3743,20,1,10,3,10,4219.02412,0,52,107,3
2684,3744,30,5,10,1,10,5816.712126,0,14,74,3
2685,3745,20,5,10,3,10,7908.452072,0,9,65,1
2686,3746,10,1,30,3,10,3954.344534,0,50,103,3
2687,3747,40,5,10,3,20,3560.628183,0,91,88,1
2688,3748,20,3,10,3,10,5064.127663,1,53,63,2
2689,3751,30,4,10,3,20,27542.36956,0,15,114,2
2690,3752,30,3,10,2,20,8828.933996,1,99,110,2
2691,3753,30,1,10,3,20,5059.325681,0,14,63,1
2692,3755,10,3,10,3,10,2671.817549,0,9,67,3
2693,3757,30,3,10,3,10,2795.546288,0,60,70,1
2694,3761,10,5,10,3,20,10394.36269,0,41,88,3
2695,3762,50,3,10,3,10,4935.189986,0,89,62,3
2696,3764,30,1,10,3,10,2810.464447,0,41,71,3
2697,3765,30,1,10,3,20,3636.943738,0,75,91,1
2698,3766,10,3,10,2,10,2785.418107,0,61,71,1
2699,3767,30,3,10,3,20,7715.103608,0,86,96,2
2700,3768,50,1,10,3,10,5643.802354,0,60,72,3
2701,3769,20,5,10,2,20,19088.34203,0,73,61,2
2702,3770,20,1,10,1,10,9156.272726,0,74,118,3
2703,3771,30,2,10,1,10,5454.587929,0,25,69,3
2704,3772,10,4,30,3,20,2470.441268,0,74,62,2
2705,3774,20,1,10,1,10,6938.874476,0,6,91,3
2706,3775,30,1,10,3,20,5318.89664,0,0,67,3
2707,3777,10,3,10,3,10,5363.405969,0,67,67,3
2708,3778,20,1,10,2,20,3265.156348,0,69,82,3
2709,3779,30,1,40,2,10,2446.911045,0,72,67,2
2710,3781,10,2,10,3,10,12913.49818,0,11,107,3
2711,3783,10,5,40,1,10,4633.336334,1,59,63,3
2712,3784,20,1,30,2,20,8196.077584,0,28,108,3
2713,3786,10,3,10,3,10,5619.849825,0,75,70,3
2714,3787,10,1,10,3,20,6102.307214,1,11,153,3
2715,3788,10,3,10,3,20,3919.366722,0,40,97,3
2716,3790,30,3,10,3,20,10819.999,0,18,90,2
2717,3791,20,4,10,3,10,15839.08876,0,42,132,1
2718,3792,10,1,10,3,20,6451.263836,0,14,81,2
2719,3793,10,1,10,3,20,5564.957596,4,32,73,2
2720,3794,30,1,10,1,10,2444.896824,0,73,63,3
2721,3795,20,1,10,1,10,2640.58732,0,7,68,2
2722,3796,30,3,10,2,20,5823.162917,0,49,73,1
2723,3797,30,5,10,3,10,5755.539367,0,67,71,1
2724,3799,30,5,10,3,10,8247.952072,0,28,105,3
2725,3800,50,2,10,3,10,3679.142115,0,50,92,1
2726,3801,20,1,10,1,10,16331.43396,0,84,82,2
2727,3802,30,3,10,3,10,20474.14563,5,90,66,3
2728,3804,20,1,10,3,10,9732.584122,0,41,82,1
2729,3806,10,3,10,3,10,14510.7505,0,21,182,2
2730,3807,10,3,10,1,20,13770.97618,0,21,116,3
2731,3809,30,5,10,3,20,2570.190941,1,32,64,1
2732,3812,30,1,10,1,20,7282.221435,1,9,95,3
2733,3813,20,1,10,3,20,2469.56901,3,77,64,2
2734,3814,30,5,10,2,20,2450.625315,0,62,62,1
2735,3815,20,5,10,2,10,10856.17638,0,91,136,1
2736,3816,10,2,10,1,10,9075.768214,0,23,116,1
2737,3817,30,2,10,3,20,4654.582368,0,40,114,2
2738,3818,20,1,10,2,10,15394.8718,0,79,197,3
2739,3819,20,1,30,2,20,9421.101961,0,66,126,1
2740,3820,20,1,10,1,20,2640.515863,0,60,66,1
2741,3821,10,2,30,2,10,8509.850887,0,63,74,3
2742,3822,10,4,10,2,10,3436.134281,0,43,88,1
2743,3823,20,5,10,3,20,4349.30875,0,10,108,1
2744,3825,10,3,40,3,20,15266.48446,1,71,135,3
2745,3827,50,1,30,3,10,9939.255085,2,82,137,2
2746,3829,40,3,10,3,10,7887.82202,0,64,98,3
2747,3830,20,5,10,3,10,2894.327413,0,49,73,1
2748,3831,30,5,10,2,10,4397.781207,0,25,111,2
2749,3832,10,3,10,3,20,5781.015999,0,62,72,2
2750,3833,30,3,10,3,20,7720.155885,0,10,192,3
2751,3835,40,5,10,3,10,2590.321715,0,82,65,1
2752,3836,30,5,10,1,10,10155.30044,0,17,89,3
2753,3837,10,3,10,3,20,2552.00081,0,99,64,1
2754,3838,30,1,10,3,20,9404.447425,2,91,80,2
2755,3840,30,3,10,3,20,3723.114445,0,77,92,2
2756,3841,20,1,10,3,10,8417.102804,0,97,107,2
2757,3843,40,1,30,3,20,8186.308757,0,38,105,3
2758,3845,30,3,10,3,20,5074.246068,0,0,63,2
2759,3846,30,3,10,3,20,12981.52926,1,97,109,3
2760,3847,10,4,40,3,10,2744.172816,0,32,71,1
2761,3849,30,3,10,3,20,13178.43163,0,71,108,3
2762,3850,30,3,10,3,10,8793.521303,0,96,73,3
2763,3851,30,1,10,3,10,3245.332058,0,20,82,2
2764,3853,20,3,30,3,20,4372.490855,0,59,112,3
2765,3854,10,3,10,3,10,9090.269181,0,70,229,3
2766,3855,20,5,10,3,10,10777.56762,0,87,91,3
2767,3857,10,5,10,3,20,5867.12642,0,9,74,2
2768,3858,30,1,10,3,20,14914.53488,2,73,63,3
2769,3859,20,1,10,3,20,5107.163002,1,56,65,2
2770,3860,40,3,10,1,20,3536.64749,0,95,92,3
2771,3861,10,3,10,2,20,2839.796453,0,19,72,3
2772,3862,30,3,10,2,10,2939.939038,0,26,73,2
2773,3864,20,2,10,3,20,5476.527832,0,85,68,1
2774,3865,30,1,10,2,20,3265.156348,0,69,82,3
2775,3866,30,3,30,3,20,8066.073765,2,62,71,3
2776,3867,10,3,10,3,20,3644.833554,0,69,90,3
2777,3869,20,5,10,3,10,7582.113842,0,19,64,2
2778,3871,10,4,10,3,20,7124.202899,2,50,89,1
2779,3873,10,1,10,3,20,8256.2978,0,94,69,1
2780,3874,10,3,10,3,10,5091.101225,0,42,65,3
2781,3875,30,3,10,3,20,5881.813596,0,11,73,1
2782,3876,30,5,10,1,20,7684.887717,0,28,98,1
2783,3877,20,5,10,3,20,10396.53186,0,15,130,2
2784,3878,20,1,10,3,10,8545.608946,0,58,109,2
2785,3879,20,5,10,3,10,4408.071476,0,84,111,2
2786,3881,20,3,10,3,10,14886.70602,1,75,185,1
2787,3882,10,3,10,3,20,24338.51185,0,10,67,1
2788,3883,10,3,40,2,20,7452.998789,0,35,101,3
2789,3884,50,1,10,3,20,3981.775889,0,78,100,2
2790,3888,50,1,10,2,10,4974.801539,3,68,65,3
2791,3889,30,3,10,3,20,17816.68242,0,87,220,3
2792,3892,30,5,10,3,10,2837.163399,0,23,73,3
2793,3893,20,1,10,1,20,4118.588554,0,79,103,3
2794,3894,20,5,10,3,20,2472.469209,0,81,62,2
2795,3895,10,4,10,3,20,4139.533158,1,84,104,1
2796,3896,10,1,10,3,20,4100.465956,2,21,104,1
2797,3897,20,1,10,2,20,5278.201394,0,22,67,1
2798,3898,30,1,10,2,20,8056.898119,0,70,68,1
2799,3899,20,1,10,3,10,9185.025301,1,77,116,2
2800,3900,20,5,10,3,20,15417.73444,0,54,96,1
2801,3902,20,3,10,3,10,8500.909417,0,5,106,3
2802,3903,20,5,30,3,10,8847.444221,0,24,118,2
2803,3907,10,5,10,3,20,2609.829612,1,77,65,1
2804,3909,30,3,10,3,20,17995.86532,0,56,223,2
2805,3910,30,5,10,2,20,5021.686245,0,39,126,1
2806,3913,20,1,40,3,20,4726.869327,0,49,124,3
2807,3914,30,5,10,2,10,8595.726399,0,87,108,1
2808,3915,50,3,10,1,20,15626.28021,0,89,131,3
2809,3916,30,3,10,3,10,2797.674845,0,50,70,1
2810,3917,30,2,10,3,10,5344.989624,0,19,68,3
2811,3918,30,5,10,2,20,17557.54051,0,93,146,1
2812,3919,30,5,10,2,10,4595.524548,1,75,116,2
2813,3920,40,1,10,2,10,5794.104234,1,16,74,3
2814,3921,20,4,10,3,20,5332.462694,0,30,66,2
2815,3922,20,1,10,3,20,6680.146801,3,44,87,1
2816,3923,20,5,10,3,10,7910.866718,1,37,199,1
2817,3924,30,3,40,3,10,12516.92188,0,20,110,3
2818,3926,20,1,30,2,20,3964.151263,0,21,102,3
2819,3929,30,3,10,3,10,12902.09322,0,80,106,3
2820,3931,10,5,10,3,10,5148.653203,0,94,65,3
2821,3933,10,1,10,2,20,4670.058282,2,22,118,2
2822,3934,50,3,10,3,10,5363.076547,0,96,68,1
2823,3936,20,3,10,3,10,28511.03331,0,56,104,3
2824,3937,20,2,10,3,20,8624.917663,0,60,106,3
2825,3939,30,1,30,3,10,2319.818549,0,97,61,3
2826,3940,10,3,30,2,20,8807.486831,0,12,78,3
2827,3941,20,4,10,2,10,2491.317024,0,77,62,1
2828,3942,30,1,10,2,20,7853.961409,0,57,99,3
2829,3943,10,5,10,3,10,9816.528302,0,7,62,1
2830,3945,50,3,10,3,10,6689.022728,0,70,84,3
2831,3946,20,2,10,3,10,11323.35555,3,11,94,1
2832,3947,50,2,10,2,10,6333.030812,0,79,79,2
2833,3948,10,1,10,3,10,3139.169353,0,28,79,3
2834,3949,30,3,10,1,20,2617.182661,0,33,65,1
2835,3952,50,5,10,2,10,3478.887023,0,35,90,3
2836,3954,30,1,10,2,10,8417.004401,0,10,111,3
2837,3955,30,2,10,3,10,4483.839044,0,59,113,2
2838,3957,20,1,10,3,20,3721.057118,0,92,93,2
2839,3958,10,2,10,3,20,9988.787618,0,58,124,1
2840,3960,30,1,10,3,10,7524.735746,1,76,64,3
2841,3961,20,3,30,3,20,13466.92071,0,9,119,3
2842,3962,30,3,10,2,20,2949.282616,0,0,73,1
2843,3963,10,1,10,3,20,5179.890955,0,37,65,2
2844,3964,10,2,10,3,10,3225.395988,0,32,81,3
2845,3965,10,2,10,3,10,8849.689719,0,33,73,1
2846,3967,20,1,30,2,20,2359.423599,0,96,63,3
2847,3968,40,3,10,3,20,4669.22664,0,80,116,3
2848,3969,30,3,10,3,10,6366.225775,0,72,80,3
2849,3970,20,5,10,3,10,25581.61014,0,64,72,3
2850,3971,30,5,10,3,20,8146.271602,2,83,68,1
2851,3972,20,2,10,3,20,5412.458621,0,21,67,2
2852,3973,10,2,10,2,10,5757.442258,0,71,72,1
2853,3975,20,1,10,2,20,4995.211519,0,79,62,3
2854,3976,30,1,10,3,10,2824.849967,4,55,73,1
2855,3977,30,5,10,1,20,5907.91176,0,10,74,3
2856,3978,20,1,10,3,10,4988.579794,0,18,64,3
2857,3979,10,1,10,1,10,7405.265785,1,82,64,3
2858,3980,50,4,10,3,20,16553.23422,0,92,135,3
2859,3982,10,3,10,3,20,9118.928908,0,39,114,1
2860,3983,20,1,10,3,10,2759.978287,0,65,69,3
2861,3984,20,1,10,3,20,15251.57924,0,84,127,3
2862,3985,10,3,10,3,20,14517.43681,0,15,178,3
2863,3986,10,3,10,3,20,5597.12496,0,50,139,3
2864,3989,40,3,10,1,10,3176.356488,0,3,81,2
2865,3991,10,5,10,2,10,2573.716859,0,72,67,3
2866,3993,40,1,30,3,20,27564.73951,0,90,91,1
2867,3994,30,2,10,3,10,3842.794699,0,98,95,1
2868,3995,20,5,10,3,20,3808.122147,0,38,94,3
2869,3996,20,3,10,2,20,15000.84238,1,70,76,3
2870,3997,40,5,10,3,10,5573.10605,0,84,69,2
2871,3998,20,1,10,1,10,6222.212108,0,2,78,1
2872,3999,20,2,30,2,20,5096.673223,0,81,65,3
2873,4000,30,5,10,3,20,6183.185785,0,17,78,1
2874,4001,30,1,10,2,20,9388.981905,0,31,80,1
2875,4002,20,5,30,3,10,8168.714346,1,65,73,2
2876,4003,30,5,40,2,20,13561.2048,1,47,91,2
2877,4004,30,5,10,1,10,6699.278956,0,42,88,2
2878,4005,30,3,10,3,10,20230.9675,1,11,74,3
2879,4006,50,1,40,1,20,4097.371676,0,63,110,3
2880,4007,30,3,40,1,10,5169.49937,0,13,73,3
2881,4008,10,1,10,3,10,6278.764007,0,84,80,3
2882,4009,10,1,10,2,10,3343.933131,0,87,87,2
2883,4010,30,1,10,3,10,15531.78589,2,84,198,2
2884,4011,20,1,30,3,10,4236.84292,0,0,113,3
2885,4013,30,3,10,3,10,6782.556454,0,58,85,3
2886,4015,20,3,10,3,20,13995.68999,3,21,121,3
2887,4018,40,5,10,3,20,4171.18715,0,53,105,3
2888,4020,20,5,10,3,20,10677.25385,0,56,134,2
2889,4022,50,1,10,3,10,5394.703229,0,50,67,2
2890,4024,40,5,10,3,20,7771.018055,0,90,65,3
2891,4025,50,5,10,3,20,4103.849192,0,5,102,3
2892,4026,40,1,10,3,10,7221.151702,0,59,184,2
2893,4028,30,2,10,1,20,5704.679894,0,80,71,3
2894,4033,40,5,30,3,10,11658.59927,0,51,102,1
2895,4036,20,3,10,3,20,8776.363448,0,65,73,3
2896,4037,30,3,10,3,10,7804.022473,0,33,193,3
2897,4039,30,1,10,2,20,9536.338382,2,50,80,3
2898,4040,20,1,30,3,20,4711.080198,0,32,62,1
2899,4041,40,1,10,3,20,3801.282266,1,37,96,1
2900,4043,20,2,10,3,10,6515.026481,0,54,81,3
2901,4044,30,2,10,1,10,4739.861234,0,87,61,2
2902,4046,50,3,10,1,10,3980.838735,0,61,101,3
2903,4048,20,3,10,3,10,2562.604728,2,44,65,2
2904,4049,40,1,10,3,10,7355.349908,0,31,61,3
2905,4050,10,5,10,3,10,5041.447024,2,52,64,1
2906,4051,20,4,10,3,10,12731.95161,0,56,105,3
2907,4052,30,3,10,1,20,8879.790017,0,59,113,2
2908,4053,10,1,10,1,20,2872.669164,1,93,73,1
2909,4054,20,3,10,1,20,11058.22493,0,95,137,3
2910,4055,10,3,30,3,20,7138.167712,0,80,93,3
2911,4057,30,2,10,3,20,8613.464627,0,49,106,3
2912,4058,30,5,10,3,20,3861.486269,0,54,95,2
2913,4061,20,1,10,3,10,7123.082388,0,83,92,3
2914,4063,50,1,10,3,20,12741.84754,1,36,106,2
2915,4064,20,1,10,1,20,3176.865609,1,52,81,3
2916,4065,30,1,10,3,20,5470.060561,0,11,138,3
2917,4067,20,1,10,2,20,5350.214918,0,25,68,2
2918,4068,30,3,10,3,20,5580.916514,0,89,70,3
2919,4069,20,5,30,3,10,7048.544758,0,68,93,3
2920,4070,40,1,10,3,10,15306.22493,0,68,193,1
2921,4073,20,5,10,3,10,9816.528302,0,7,62,1
2922,4074,10,3,10,3,20,37243.63312,0,60,115,2
2923,4075,20,3,40,3,20,4122.964632,0,44,107,1
2924,4076,20,3,10,3,10,2556.609217,0,99,65,3
2925,4079,20,1,10,2,20,8427.172486,1,21,215,3
2926,4081,20,1,10,3,20,23675.02939,1,17,199,2
2927,4082,20,5,10,1,20,4089.463358,0,85,104,3
2928,4083,30,1,10,3,20,2483.67134,5,39,65,1
2929,4084,20,5,10,1,10,5278.183759,0,60,68,1
2930,4086,30,3,10,2,10,10963.95723,0,91,276,3
2931,4087,20,1,10,1,10,5555.830205,0,61,72,3
2932,4089,20,1,10,3,20,11029.92619,0,7,92,3
2933,4090,10,5,40,1,20,4770.550911,0,37,65,3
2934,4091,30,3,10,1,20,2734.328157,0,50,70,1
2935,4093,20,5,40,1,20,4770.550911,0,37,65,3
2936,4094,20,2,30,2,10,8509.850887,0,63,74,3
2937,4095,10,2,30,2,20,5421.04863,0,9,71,3
2938,4096,20,1,10,2,10,2916.41746,0,76,74,1
2939,4097,50,5,10,3,10,13363.52356,0,5,111,1
2940,4099,30,5,30,3,10,14710.43268,2,18,131,3
2941,4100,30,4,10,3,20,5936.344043,0,18,74,1
2942,4101,30,5,10,2,10,2862.180262,0,64,72,2
2943,4102,10,1,10,2,20,8427.172486,1,21,215,3
2944,4103,10,1,10,1,10,8622.835375,0,85,73,3
2945,4105,10,1,30,1,10,10056.5083,0,6,139,3
2946,4106,40,3,10,3,20,9118.148093,0,8,114,3
2947,4107,40,2,40,3,10,5507.242176,0,78,72,1
2948,4108,30,4,10,2,10,10972.06778,0,40,137,3
2949,4109,20,5,10,1,10,7840.165778,2,24,210,3
2950,4111,10,3,30,3,20,4792.810444,0,99,62,3
2951,4112,20,2,10,3,20,4187.77657,0,57,103,1
2952,4113,10,5,10,3,20,2718.375247,0,56,68,2
2953,4114,20,1,30,3,20,8257.666512,0,47,73,3
2954,4115,20,2,10,3,20,12663.59666,0,22,104,1
2955,4116,40,5,10,1,10,2647.519741,0,15,69,2
2956,4118,40,1,40,3,20,4558.428807,0,82,61,3
2957,4120,30,1,10,3,20,2546.866098,0,77,63,3
2958,4121,50,5,30,2,10,4992.920887,1,54,68,3
2959,4122,50,1,10,3,20,12741.84754,1,36,106,2
2960,4124,20,1,10,3,10,5131.360525,0,48,128,2
2961,4129,30,1,10,1,10,4978.950257,0,87,64,2
2962,4130,10,5,10,3,20,6521.368813,3,19,82,3
2963,4131,20,1,10,3,20,7564.611951,0,71,63,3
2964,4136,50,4,10,2,10,2530.332,0,8,63,1
2965,4138,10,5,30,3,20,2354.322179,0,92,62,3
2966,4139,40,1,10,1,10,8417.159538,0,8,112,3
2967,4140,30,1,10,3,10,5717.743109,0,39,72,1
2968,4142,20,5,10,3,20,6521.368813,3,19,82,3
2969,4143,40,2,10,1,10,5507.155471,1,44,69,1
2970,4144,20,5,10,1,10,2674.730716,0,89,69,3
2971,4145,20,5,10,3,20,5817.832355,0,76,72,2
2972,4146,40,5,10,3,10,4646.387267,0,58,117,3
2973,4148,30,1,10,1,20,7651.099258,0,57,65,2
2974,4150,40,5,10,1,20,11960.47577,0,38,76,1
2975,4151,10,1,30,2,20,11315.20373,0,39,101,3
2976,4153,50,5,10,1,20,5255.576016,1,22,137,1
2977,4154,40,1,10,1,20,4794.96419,0,78,61,2
2978,4156,10,2,10,3,20,27643.23508,0,15,113,1
2979,4158,20,1,10,1,10,5687.897911,0,87,72,1
2980,4160,40,3,10,2,20,4945.072236,0,3,61,3
2981,4161,20,1,10,3,20,8609.158215,0,74,107,2
2982,4162,40,5,10,2,10,5157.053124,0,53,65,3
2983,4163,10,3,10,2,10,3748.99343,0,17,94,2
2984,4164,20,5,10,3,20,7462.926263,0,66,93,1
2985,4165,50,2,30,1,10,15063.50118,0,15,207,3
2986,4167,40,2,10,3,10,2799.470318,0,6,69,1
2987,4168,10,1,10,3,10,2759.978287,0,65,69,3
2988,4170,30,3,10,3,20,5392.502531,3,67,68,2
2989,4171,10,5,10,3,20,3574.990725,0,90,89,3
2990,4172,20,5,30,3,20,5608.172012,0,85,73,3
2991,4173,50,5,10,2,20,4754.653816,0,36,61,1
2992,4175,30,1,10,3,20,7356.383518,0,61,61,3
2993,4178,30,5,10,3,10,3966.129505,1,22,100,3
2994,4179,20,1,10,1,20,16548.85665,0,26,82,1
2995,4180,20,5,10,3,20,5447.201066,0,37,68,1
2996,4182,30,1,10,3,20,5318.89664,0,0,67,3
2997,4183,10,3,40,2,20,2491.257604,0,27,65,3
2998,4184,10,3,10,3,10,12296.49757,1,22,105,3
2999,4186,40,3,10,3,10,6366.225775,0,72,80,3
3000,4190,10,1,10,3,20,17109.39447,0,27,213,1
3001,4191,30,3,10,3,10,4717.62873,1,6,61,3
3002,4193,50,1,10,3,10,2402.333284,3,44,61,3
3003,4195,30,3,40,1,10,29232.69297,0,8,114,3
3004,4196,20,2,30,2,10,8509.850887,0,63,74,3
3005,4198,40,3,10,3,20,9113.694323,0,60,112,2
3006,4200,20,2,10,3,10,2599.968438,0,68,65,3
3007,4201,20,3,10,3,10,8819.018934,1,25,110,3
3008,4203,20,3,10,3,20,7109.341438,0,79,88,2
3009,4204,50,4,10,3,20,2842.822337,0,31,71,1
3010,4205,50,5,10,3,10,12846.4477,2,9,107,3
3011,4206,20,1,10,2,10,3498.773857,1,65,88,1
3012,4207,20,3,10,1,10,6005.214792,0,72,76,3
3013,4208,10,1,10,3,20,4344.524462,0,64,109,3
3014,4209,10,1,10,1,20,25401.51859,0,18,91,2
3015,4210,10,5,10,3,10,4466.977478,4,8,61,3
3016,4211,30,5,10,3,20,7849.125533,0,62,97,2
3017,4212,50,1,10,2,20,4250.775183,0,89,108,2
3018,4215,10,4,10,3,10,2588.860221,0,7,65,3
3019,4216,20,5,10,3,10,7305.936433,0,63,91,1
3020,4217,30,1,10,3,10,8531.401125,0,40,105,1
3021,4218,30,3,10,1,20,8618.295865,0,57,72,3
3022,4219,20,5,10,3,20,4957.033603,0,12,62,3
3023,4222,30,1,30,3,20,7080.131872,2,65,97,3
3024,4223,10,5,10,2,20,7053.302737,0,54,89,1
3025,4224,20,1,10,2,20,5365.54161,1,59,68,3
3026,4225,20,5,10,3,20,4306.55935,2,94,111,1
3027,4226,30,5,40,1,20,5970.816921,1,91,81,3
3028,4227,20,3,10,1,20,8879.790017,0,59,113,2
3029,4229,30,2,10,1,10,5565.892477,0,89,70,2
3030,4230,10,1,10,3,10,5813.242121,0,38,73,3
3031,4231,10,3,30,2,20,8365.963454,0,3,110,3
3032,4232,20,5,10,3,10,7275.921106,1,51,62,3
3033,4233,40,3,10,3,20,15083.78498,0,32,126,2
3034,4234,10,3,30,3,20,8458.912476,0,59,71,3
3035,4235,30,1,10,3,10,8010.968982,0,29,68,2
3036,4236,20,3,40,1,20,2514.428561,0,56,69,3
3037,4238,20,2,10,3,10,4369.697742,1,59,110,2
3038,4239,40,5,10,3,10,7356.010439,1,98,92,2
3039,4240,20,1,10,3,20,10656.88195,0,3,88,3
3040,4241,10,1,10,1,10,5365.975978,2,37,70,2
3041,4242,30,5,10,3,10,6047.02516,1,60,76,3
3042,4243,10,3,10,3,20,2885.742441,0,19,72,3
3043,4244,20,3,10,3,20,2635.148447,0,10,65,3
3044,4246,40,1,10,2,10,8341.929905,0,79,107,2
3045,4247,10,1,10,2,20,2487.256248,0,95,62,1
3046,4248,40,3,10,3,10,9212.613275,0,57,115,1
3047,4249,30,1,10,1,10,16407.66461,0,31,109,1
3048,4251,30,1,10,3,20,5481.502923,0,95,68,2
3049,4252,10,2,10,3,20,10382.38098,0,40,129,1
3050,4253,10,5,40,3,10,5498.940679,0,64,73,3
3051,4255,20,5,10,3,10,14718.11779,0,31,93,3
3052,4259,40,5,10,2,10,2531.73969,1,4,66,1
3053,4260,10,5,10,3,10,8378.357502,0,94,106,1
3054,4261,40,1,10,3,10,5093.007525,0,16,64,3
3055,4263,20,5,30,3,20,14206.98091,0,73,73,3
3056,4264,20,4,40,3,20,10232.85415,0,99,131,3
3057,4265,50,5,10,3,20,15435.68882,0,50,96,1
3058,4266,30,3,40,3,20,8641.046574,0,74,74,3
3059,4267,50,1,10,2,10,7334.915821,1,79,63,3
3060,4268,30,5,10,3,20,7462.926263,0,66,93,1
3061,4269,30,3,10,3,10,3635.028312,3,52,96,3
3062,4270,20,5,10,3,10,5525.836623,0,25,69,3
3063,4271,20,3,10,3,10,4335.353131,0,1,108,3
3064,4273,20,2,10,3,10,9267.920019,0,4,116,2
3065,4274,30,1,10,3,10,14700.49784,0,66,94,3
3066,4275,30,1,10,3,20,4905.127076,0,43,61,2
3067,4276,30,5,10,3,10,7289.297853,0,84,92,2
3068,4279,50,1,10,3,20,2869.997625,0,0,71,3
3069,4280,20,1,10,3,20,10529.84867,0,91,131,2
3070,4281,20,5,10,3,10,5497.659883,0,52,70,3
3071,4282,20,1,10,2,20,7090.468528,3,25,93,3
3072,4283,20,4,10,3,20,26416.25478,0,91,108,2
3073,4284,20,2,10,3,10,2727.682464,1,4,68,3
3074,4285,30,3,10,3,20,11814.53241,3,26,102,3
3075,4286,10,2,10,3,20,4090.750678,0,87,102,2
3076,4287,30,2,10,3,20,5181.620895,0,80,64,3
3077,4289,30,5,10,2,10,2487.358049,0,12,64,1
3078,4290,10,1,10,3,10,13094.2046,0,31,109,1
3079,4291,20,1,30,3,20,4688.459288,0,48,61,3
3080,4293,30,1,30,2,20,11315.20373,0,39,101,3
3081,4294,20,1,10,3,20,8679.838135,0,60,109,1
3082,4295,10,3,10,2,20,5979.724161,0,56,76,3
3083,4297,10,1,10,3,20,11718.41696,0,39,73,3
3084,4300,30,5,10,1,10,2551.314013,0,75,65,2
3085,4301,40,1,10,3,20,10656.88195,0,3,88,3
3086,4302,10,5,10,3,20,9333.333631,0,12,116,1
3087,4303,50,5,10,1,10,7507.455372,0,61,64,2
3088,4304,20,3,10,3,20,5320.081159,1,18,66,2
3089,4305,30,1,10,3,20,8609.158215,0,74,107,2
3090,4306,50,3,40,1,10,12298.6863,0,88,113,3
3091,4307,20,3,10,3,10,7285.030983,0,48,61,3
3092,4309,10,1,10,3,10,2810.464447,0,41,71,3
3093,4310,30,1,10,3,10,15320.37177,0,21,126,3
3094,4311,20,3,10,3,20,8488.561363,0,17,70,3
3095,4313,20,1,10,3,10,13334.26763,1,86,170,2
3096,4316,20,3,10,2,10,7812.889738,0,15,66,3
3097,4317,30,3,10,3,20,14024.35839,0,55,115,1
3098,4318,10,1,10,2,10,5334.784887,0,34,68,1
3099,4320,30,3,10,1,10,5703.288862,0,39,72,2
3100,4321,10,1,10,2,20,4280.747008,2,21,110,3
3101,4323,20,1,10,3,10,11044.10847,0,42,70,2
3102,4324,20,2,10,3,10,3237.996209,3,72,83,2
3103,4325,30,3,10,3,10,25805.26839,0,74,82,3
3104,4327,10,1,10,1,20,22261.0224,0,51,71,2
3105,4332,30,3,10,1,10,4956.247235,0,45,63,2
3106,4334,30,3,10,3,20,9448.833931,0,42,117,2
3107,4335,10,3,10,2,10,7519.133631,1,17,95,1
3108,4337,30,3,30,3,20,17041.4383,0,88,64,3
3109,4339,20,1,10,3,20,5470.060561,0,11,138,3
3110,4341,30,5,40,2,10,13258.17973,0,15,184,3
3111,4343,30,3,10,3,10,2560.691306,0,10,65,3
3112,4344,40,1,10,3,10,3387.77901,2,6,88,3
3113,4346,30,5,10,3,10,7078.948599,0,66,90,2
3114,4348,30,2,10,3,20,20492.7355,0,12,102,3
3115,4351,10,3,10,3,20,11218.44173,0,20,93,1
3116,4352,10,3,10,3,20,5427.484591,1,23,68,2
3117,4353,10,3,10,3,10,2592.437797,0,23,65,3
3118,4355,10,1,10,2,10,8433.228985,0,64,72,1
3119,4356,30,5,10,3,10,2967.670797,0,11,76,1
3120,4358,20,3,10,1,10,8059.893671,0,51,68,2
3121,4359,40,1,10,1,20,8444.840217,2,9,109,2
3122,4361,30,5,10,3,20,8178.235107,0,24,102,3
